,Unnamed: 0,Unnamed: 0.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
0,0,1,9777,Nolan Arenado,STL,31,0.3,0.369,0.55,0.81,571448,138,Zack Wheeler,1,Busch Stadium,15,554430,2.63,7.25,9.73,1.03,0.218,0.0,0.25,0.667,0.4,0.25,True
1,1,2,9218,Paul Goldschmidt,STL,34,0.329,0.413,0.609,0.768,502671,138,Zack Wheeler,1,Busch Stadium,15,554430,2.63,7.25,9.73,1.03,0.218,0.25,0.667,0.333,0.25,0.0,True
2,2,3,5361,Freddie Freeman,LAD,32,0.323,0.4,0.524,0.8290000000000001,518692,119,Keegan Thompson,1,Dodger Stadium,17,624522,3.36,8.36,7.82,1.24,0.247,0.0,0.25,0.25,0.0,0.25,True
3,3,4,13510,Jose Ramirez,CLE,29,0.284,0.355,0.55,0.877,608070,114,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.0,0.333,0.0,0.25,0.25,True
4,4,5,18314,Dansby Swanson,ATL,28,0.292,0.348,0.464,0.7090000000000001,621020,144,Erick Fedde,1,Truist Park,12,607200,4.95,9.32,6.8,1.54,0.269,0.25,0.0,0.2,0.5,0.0,True
5,5,6,19556,Yordan Alvarez,HOU,25,0.297,0.403,0.63,0.802,670541,117,Paul Blackburn,0,Oakland Coliseum,19,621112,4.28,8.89,7.19,1.26,0.255,0.25,0.25,0.5,0.333,0.25,True
6,6,7,12916,Francisco Lindor,NYM,28,0.268,0.344,0.462,0.7879999999999999,596019,121,Pablo Lopez,1,Citi Field,22,641154,3.57,7.79,9.1,1.16,0.232,0.25,0.0,0.0,0.5,0.0,True
7,7,8,18360,Austin Riley,ATL,25,0.298,0.359,0.594,0.7390000000000001,663586,144,Erick Fedde,1,Truist Park,12,607200,4.95,9.32,6.8,1.54,0.269,0.5,0.667,0.75,0.0,0.5,True
8,8,9,13611,Mookie Betts,LAD,29,0.276,0.345,0.535,0.867,605141,119,Keegan Thompson,1,Dodger Stadium,17,624522,3.36,8.36,7.82,1.24,0.247,0.667,0.0,0.25,0.25,0.667,False
9,9,10,17350,Rafael Devers,BOS,25,0.31,0.367,0.586,0.73,646240,111,Nestor Cortes,1,Fenway Park,3,641482,2.57,6.91,9.24,1.02,0.208,0.667,0.5,0.333,0.25,0.2,False
10,10,11,16252,Trea Turner,LAD,29,0.306,0.346,0.502,0.76,607208,119,Keegan Thompson,1,Dodger Stadium,17,624522,3.36,8.36,7.82,1.24,0.247,0.25,0.0,0.0,0.25,0.75,False
11,11,12,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Nestor Cortes,1,Fenway Park,3,641482,2.57,6.91,9.24,1.02,0.208,0.0,0.0,0.333,0.0,0.0,False
12,12,13,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Adam Wainwright,0,Busch Stadium,15,425794,3.42,8.64,7.24,1.24,0.253,0.333,0.0,0.5,0.5,0.2,False
13,13,14,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Connor Seabold,0,Fenway Park,3,657756,11.91,19.06,10.32,2.56,0.429,0.0,0.5,0.25,0.0,0.5,True
14,14,15,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Zack Wheeler,1,Busch Stadium,15,554430,2.63,7.25,9.73,1.03,0.218,0.0,0.25,0.0,0.0,0.25,False
15,15,16,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Paul Blackburn,0,Oakland Coliseum,19,621112,4.28,8.89,7.19,1.26,0.255,0.5,0.25,0.2,0.6,0.75,True
16,16,17,19950,Andres Gimenez,CLE,23,0.302,0.365,0.484,0.743,665926,114,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.0,0.5,0.0,0.0,0.333,False
17,17,18,13624,Corey Seager,TEX,28,0.25,0.329,0.475,0.7559999999999999,608369,140,Sonny Gray,1,Globe Life Field,14,543243,3.19,7.29,8.43,1.11,0.219,0.0,0.6,0.5,0.25,0.25,True
18,18,19,12927,Brandon Nimmo,NYM,29,0.271,0.355,0.425,0.83,607043,121,Pablo Lopez,1,Citi Field,22,641154,3.57,7.79,9.1,1.16,0.232,0.333,0.6,0.25,0.5,0.0,True
19,19,20,14161,Byron Buxton,MIN,28,0.222,0.301,0.549,0.6890000000000001,621439,142,Jon Gray,0,Globe Life Field,14,592351,3.83,7.58,10.1,1.17,0.224,0.0,0.0,0.2,0.0,0.25,False
20,20,22,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Pablo Lopez,1,Citi Field,22,641154,3.57,7.79,9.1,1.16,0.232,0.333,0.2,0.333,0.4,0.25,True
21,21,23,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Tarik Skubal,1,Guaranteed Rate Field,23,669373,3.52,7.95,8.95,1.16,0.237,0.25,0.4,0.25,0.5,0.4,True
22,22,24,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Jose Urquidy,1,Oakland Coliseum,19,664353,3.85,8.52,7.09,1.16,0.245,0.0,0.333,0.25,0.333,0.6,True
23,23,25,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Pablo Lopez,1,Citi Field,22,641154,3.57,7.79,9.1,1.16,0.232,0.0,0.8,0.0,0.25,0.0,False
24,24,27,21479,Nico Hoerner,CHC,25,0.297,0.34,0.411,0.857,663538,112,Tyler Anderson,0,Dodger Stadium,17,542881,2.72,7.21,7.14,1.0,0.219,0.25,0.0,0.2,0.333,0.2,True
25,25,28,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Keegan Thompson,1,Dodger Stadium,17,624522,3.36,8.36,7.82,1.24,0.247,0.333,0.667,0.5,0.5,0.0,True
26,26,29,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Paul Blackburn,0,Oakland Coliseum,19,621112,4.28,8.89,7.19,1.26,0.255,0.0,0.0,0.6,0.0,0.2,True
27,27,30,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Paul Blackburn,0,Oakland Coliseum,19,621112,4.28,8.89,7.19,1.26,0.255,0.5,0.25,0.333,0.0,0.5,True
28,28,31,15986,Willy Adames,MIL,26,0.224,0.289,0.463,0.726,642715,158,JT Brubaker,1,American Family Field,18,664141,4.49,10.05,9.22,1.52,0.275,0.25,0.0,0.0,0.333,0.0,True
29,29,32,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Chad Kuhl,1,Chase Field,13,641771,5.16,9.7,6.64,1.52,0.273,0.0,0.0,1.0,0.75,0.2,False
30,30,33,17548,Taylor Ward,LAA,28,0.274,0.365,0.465,0.7829999999999999,621493,108,Tyler Wells,0,Oriole Park at Camden Yards,30,669330,3.9,7.8,6.46,1.11,0.232,0.25,0.333,0.0,0.333,0.5,True
31,31,34,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Aaron Ashby,0,American Family Field,18,676879,4.32,8.86,10.86,1.46,0.251,0.2,0.0,0.25,0.0,0.25,False
32,32,35,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Adam Wainwright,0,Busch Stadium,15,425794,3.42,8.64,7.24,1.24,0.253,0.333,0.0,0.0,0.5,0.25,True
33,33,36,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Tyler Anderson,0,Dodger Stadium,17,542881,2.72,7.21,7.14,1.0,0.219,0.5,0.0,0.25,0.2,0.25,True
34,34,37,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Ross Stripling,1,T-Mobile Park,27,548389,3.16,8.27,7.29,1.1,0.241,0.667,0.0,0.25,0.667,0.0,True
35,35,38,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Ross Stripling,1,T-Mobile Park,27,548389,3.16,8.27,7.29,1.1,0.241,0.25,0.0,0.25,0.6,0.0,False
36,36,39,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Jon Gray,0,Globe Life Field,14,592351,3.83,7.58,10.1,1.17,0.224,0.8,0.2,0.6,0.25,0.5,True
